Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::as_strided,,,1.71,1.71,0,0,0,0
aten::narrow,,,1.12,3.33,0,0,0,0
aten::slice,,,1.04,2.21,0,0,0,0
aten::as_strided,,,1.17,1.17,0,0,0,0
aten::chunk,,,1.83,19.84,0,0,0,0
aten::split,,,4.58,18.01,0,0,0,0
aten::narrow,,,1.56,5.8,0,0,0,0
aten::slice,,,1.79,4.24,0,0,0,0
aten::as_strided,,,2.45,2.45,0,0,0,0
aten::narrow,,,1.24,4.07,0,0,0,0
aten::slice,,,1.31,2.83,0,0,0,0
aten::as_strided,,,1.52,1.52,0,0,0,0
aten::narrow,,,1.12,3.56,0,0,0,0
aten::slice,,,1.14,2.44,0,0,0,0
aten::as_strided,,,1.3,1.3,0,0,0,0
aten::linear,,,8.4,62.3,0,6.5,0,6.5
aten::reshape,,,2.59,7.32,0,0,0,0
aten::view,,,4.73,4.73,0,0,0,0
aten::t,,,3.96,8.36,0,0,0,0
aten::transpose,,,2.11,4.4,0,0,0,0
aten::as_strided,,,2.29,2.29,0,0,0,0
aten::addmm,,,16.72,34.53,0,6.5,0,6.5
empty_tensor,,,7.9,7.9,0,0,0,0
aclnnAddmm,,,9.91,9.91,6.5,6.5,6.5,6.5
aten::view,,,3.69,3.69,0,0,0,0
aten::linear,,,4.9,52.13,0,5.42,0,5.42
aten::reshape,,,1.12,3.85,0,0,0,0
aten::view,,,2.73,2.73,0,0,0,0
aten::t,,,2.77,7.25,0,0,0,0
aten::transpose,,,1.91,4.48,0,0,0,0
aten::as_strided,,,2.57,2.57,0,0,0,0
aten::addmm,,,11.63,33.04,0,5.42,0,5.42
empty_tensor,,,5.68,5.68,0,0,0,0
aclnnAddmm,,,15.73,15.73,5.42,5.42,5.42,5.42
aten::view,,,3.09,3.09,0,0,0,0
aten::linear,,,3.92,41.4,0,4.9,0,4.9
aten::reshape,,,1.02,4.52,0,0,0,0
aten::view,,,3.5,3.5,0,0,0,0
aten::t,,,2.23,5.73,0,0,0,0
aten::transpose,,,1.47,3.5,0,0,0,0
aten::as_strided,,,2.03,2.03,0,0,0,0
aten::addmm,,,11.66,24.41,0,4.9,0,4.9
empty_tensor,,,5.99,5.99,0,0,0,0
aclnnAddmm,,,6.76,6.76,4.9,4.9,4.9,4.9
aten::view,,,2.82,2.82,0,0,0,0
aten::view,,,5.09,5.09,0,0,0,0
aten::transpose,,,3.45,5.82,0,0,0,0
aten::as_strided,,,2.37,2.37,0,0,0,0
aten::view,,,3.24,3.24,0,0,0,0
aten::transpose,,,2.25,4.04,0,0,0,0
aten::as_strided,,,1.79,1.79,0,0,0,0
aten::view,,,3.23,3.23,0,0,0,0
aten::transpose,,,2.32,3.81,0,0,0,0
aten::as_strided,,,1.49,1.49,0,0,0,0
aten::mul,,,21.79,41.61,0,17.12,0,0
empty_tensor,,,6.53,6.53,0,0,0,0
aten::item,,,2.24,3.54,0,0,0,0
aten::_local_scalar_dense,,,1.3,1.3,0,0,0,0
aclnnMuls,,,9.75,9.75,17.12,17.12,0,0
aten::transpose,,,3.89,6.37,0,0,0,0
aten::as_strided,,,2.48,2.48,0,0,0,0
aten::baddbmm,,,20.0,34.1,0,33.701,0,4.78
empty_tensor,,,4.93,4.93,0,0,0,0
aclnnBaddbmm,,,9.17,9.17,33.701,33.701,4.78,4.78
aten::softmax,,,3.75,25.46,0,11.52,0,0
aten::_softmax,,,12.18,21.71,0,11.52,0,0
empty_tensor,,,5.37,5.37,0,0,0,0
aclnnSoftmax,,,4.16,4.16,11.52,11.52,0,0
aten::bmm,,,13.46,22.08,0,29.44,0,4.02
empty_tensor,,,4.15,4.15,0,0,0,0
aclnnBatchMatMul,,,4.47,4.47,29.44,29.44,4.02,4.02
aten::transpose,,,3.5,6.11,0,0,0,0
aten::as_strided,,,2.61,2.61,0,0,0,0
aten::contiguous,,,2.82,42.23,0,15.081,0,0
aten::clone,,,6.27,39.41,0,15.081,0,0
empty_tensor,,,4.83,4.83,0,0,0,0
aten::copy_,,,12.61,28.31,0,15.081,0,0
aclnnInplaceCopy,,,15.7,15.7,15.081,15.081,0,0
aten::view,,,7.69,7.69,0,0,0,0
aten::linear,,,4.85,74.19,0,5.44,0,5.44
aten::t,,,11.05,20.22,0,0,0,0
aten::transpose,,,2.38,9.17,0,0,0,0
aten::as_strided,,,6.79,6.79,0,0,0,0
aten::addmm,,,16.43,49.12,0,5.44,0,5.44
empty_tensor,,,12.09,12.09,0,0,0,0
aclnnAddmm,,,20.6,20.6,5.44,5.44,5.44,5.44
aten::view,,,4.58,4.58,0,0,0,0
aten::view,,,11.06,11.06,0,0,0,0
aten::mean,,,23.72,56.99,0,8.02,0,0
empty_tensor,,,4.45,4.45,0,0,0,0
aclnnMean,,,28.82,28.82,8.02,8.02,0,0
aten::dropout,,,11.77,11.77,0,0,0,0
aten::add,,,23.16,46.69,0,1.5,0,0
empty_tensor,,,8.16,8.16,0,0,0,0
aclnnAdd,,,15.37,15.37,1.5,1.5,0,0
aten::layer_norm,,,6.05,79.89,0,6.861,0,0
aten::native_layer_norm,,,27.74,73.84,0,6.861,0,0
aten::resize_,,,1.74,1.74,0,0,0,0
aten::resize_,,,0.76,0.76,0,0,0,0
empty_tensor,,,19.19,19.19,0,0,0,0
empty_tensor,,,8.87,8.87,0,0,0,0
empty_tensor,,,3.14,3.14,0,0,0,0
aclnnLayerNorm,,,12.4,12.4,6.861,6.861,0,0
aten::linear,,,9.64,102.42,0,12.561,0,12.561
aten::reshape,,,2.79,19.43,0,0,0,0
aten::view,,,16.64,16.64,0,0,0,0
aten::t,,,4.38,21.63,0,0,0,0
aten::transpose,,,13.41,17.25,0,0,0,0
aten::as_strided,,,3.84,3.84,0,0,0,0
aten::addmm,,,25.33,47.56,0,12.561,0,12.561
empty_tensor,,,5.99,5.99,0,0,0,0
aclnnAddmm,,,16.24,16.24,12.561,12.561,12.561,12.561
aten::view,,,4.16,4.16,0,0,0,0
aten::relu,,,11.9,50.37,0,2.14,0,0
empty_tensor,,,13.41,13.41,0,0,0,0
aclnnRelu,,,25.06,25.06,2.14,2.14,0,0
aten::dropout,,,2.56,2.56,0,0,0,0
aten::linear,,,8.07,86.65,0,6.58,0,6.58
aten::reshape,,,2.21,17.73,0,0,0,0
aten::view,,,15.52,15.52,0,0,0,0
aten::t,,,3.96,11.27,0,0,0,0
aten::transpose,,,3.72,7.31,0,0,0,0
aten::as_strided,,,3.59,3.59,0,0,0,0
aten::addmm,,,26.47,45.66,0,6.58,0,6.58
empty_tensor,,,6.02,6.02,0,0,0,0
aclnnAddmm,,,13.17,13.17,6.58,6.58,6.58,6.58
aten::view,,,3.92,3.92,0,0,0,0
aten::dropout,,,2.44,2.44,0,0,0,0
aten::add,,,15.77,41.01,0,1.54,0,0
empty_tensor,,,13.0,13.0,0,0,0,0
aclnnAdd,,,12.24,12.24,1.54,1.54,0,0
aten::layer_norm,,,15.73,87.39,0,5.401,0,0
aten::native_layer_norm,,,37.46,71.66,0,5.401,0,0
aten::resize_,,,1.68,1.68,0,0,0,0
aten::resize_,,,0.9,0.9,0,0,0,0
empty_tensor,,,5.37,5.37,0,0,0,0
empty_tensor,,,2.95,2.95,0,0,0,0
empty_tensor,,,7.01,7.01,0,0,0,0
aclnnLayerNorm,,,16.29,16.29,5.401,5.401,0,0
aten::transpose,,,23.15,27.14,0,0,0,0
aten::as_strided,,,3.99,3.99,0,0,0,0
CheckpointFunction,,,1280.07,2843.38,0,4537.014,0,678.816
aten::add,,,27.15,69.59,0,32.941,0,0
empty_tensor,,,13.57,13.57,0,0,0,0
aclnnAdd,,,28.87,28.87,32.941,32.941,0,0
aten::slice,,,11.76,16.97,0,0,0,0
aten::as_strided,,,5.21,5.21,0,0,0,0
aten::select,,,10.83,13.3,0,0,0,0
aten::as_strided,,,2.47,2.47,0,0,0,0
aten::slice,,,3.52,5.29,0,0,0,0
aten::as_strided,,,1.77,1.77,0,0,0,0
aten::select,,,2.94,4.86,0,0,0,0
aten::as_strided,,,1.92,1.92,0,0,0,0
aten::mul,,,25.9,50.67,0,7.9,0,0
empty_tensor,,,10.6,10.6,0,0,0,0
aclnnMul,,,14.17,14.17,7.9,7.9,0,0
aten::sum,,,16.7,54.89,0,2.9,0,0
empty_tensor,,,5.38,5.38,0,0,0,0
aclnnReduceSum,,,32.81,32.81,2.9,2.9,0,0
aten::eq,,,10.54,26.79,0,3.04,0,0
empty_tensor,,,6.71,6.71,0,0,0,0
aclnnEqScalar,,,9.54,9.54,3.04,3.04,0,0
aten::is_nonzero,,,6.01,131.73,0,0,0,0
aten::item,,,3.86,125.72,0,0,0,0
aten::_local_scalar_dense,,,121.86,121.86,0,0,0,0
aten::linear,,,9.08,82.88,0,41.421,0,41.421
aten::reshape,,,4.23,14.63,0,0,0,0
aten::view,,,10.4,10.4,0,0,0,0
aten::t,,,4.76,11.96,0,0,0,0
aten::transpose,,,3.07,7.2,0,0,0,0
aten::as_strided,,,4.13,4.13,0,0,0,0
aten::addmm,,,21.24,42.65,0,41.421,0,41.421
empty_tensor,,,9.78,9.78,0,0,0,0
aclnnAddmm,,,11.63,11.63,41.421,41.421,41.421,41.421
aten::view,,,4.56,4.56,0,0,0,0
aten::unsqueeze,,,5.2,7.51,0,0,0,0
aten::as_strided,,,2.31,2.31,0,0,0,0
aten::masked_fill,,,10.0,74.63,0,61.142,0,0
aten::expand,,,5.76,9.62,0,0,0,0
aten::as_strided,,,3.86,3.86,0,0,0,0
aten::expand,,,1.33,2.68,0,0,0,0
aten::as_strided,,,1.35,1.35,0,0,0,0
aten::clone,,,8.23,39.37,0,20.661,0,0
empty_tensor,,,8.0,8.0,0,0,0,0
aten::copy_,,,11.12,23.14,0,20.661,0,0
aclnnInplaceCopy,,,12.02,12.02,20.661,20.661,0,0
aten::masked_fill_,,,7.88,12.96,0,40.481,0,0
aclnnInplaceMaskedFillScalar,,,5.08,5.08,40.481,40.481,0,0
aten::view,,,7.32,7.32,0,0,0,0
aten::linear,,,6.48,76.87,0,37.021,0,37.021
aten::reshape,,,2.11,7.0,0,0,0,0
aten::view,,,4.89,4.89,0,0,0,0
aten::t,,,3.46,11.73,0,0,0,0
aten::transpose,,,4.26,8.27,0,0,0,0
aten::as_strided,,,4.01,4.01,0,0,0,0
aten::addmm,,,18.61,48.08,0,37.021,0,37.021
empty_tensor,,,7.18,7.18,0,0,0,0
aclnnAddmm,,,22.29,22.29,37.021,37.021,37.021,37.021
aten::view,,,3.58,3.58,0,0,0,0
aten::view,,,4.16,4.16,0,0,0,0
aten::linear,,,8.75,62.83,0,23.301,0,23.301
aten::reshape,,,1.42,4.99,0,0,0,0
aten::view,,,3.57,3.57,0,0,0,0
aten::t,,,4.2,12.01,0,0,0,0
aten::transpose,,,2.17,7.81,0,0,0,0
aten::as_strided,,,5.64,5.64,0,0,0,0
aten::addmm,,,16.16,33.3,0,23.301,0,23.301
empty_tensor,,,7.23,7.23,0,0,0,0
aclnnAddmm,,,9.91,9.91,23.301,23.301,23.301,23.301
aten::view,,,3.78,3.78,0,0,0,0
aten::view,,,4.82,4.82,0,0,0,0
aten::softmax,,,4.4,37.08,0,86.562,0,0
aten::_softmax,,,16.93,32.68,0,86.562,0,0
empty_tensor,,,6.49,6.49,0,0,0,0
aclnnSoftmax,,,9.26,9.26,86.562,86.562,0,0
aten::view,,,4.59,4.59,0,0,0,0
aten::select,,,6.8,10.59,0,0,0,0
aten::as_strided,,,3.79,3.79,0,0,0,0
aten::select,,,3.27,5.9,0,0,0,0
aten::as_strided,,,2.63,2.63,0,0,0,0
aten::stack,,,20.28,36.63,0,8.001,0,0
empty_tensor,,,6.32,6.32,0,0,0,0
aclnnStack,,,10.03,10.03,8.001,8.001,0,0
aten::slice,,,7.85,10.52,0,0,0,0
aten::as_strided,,,2.67,2.67,0,0,0,0
aten::slice,,,2.98,4.71,0,0,0,0
aten::as_strided,,,1.73,1.73,0,0,0,0
aten::unsqueeze,,,5.25,7.57,0,0,0,0
aten::as_strided,,,2.32,2.32,0,0,0,0
aten::slice,,,3.1,5.07,0,0,0,0
aten::as_strided,,,1.97,1.97,0,0,0,0
aten::unsqueeze,,,3.45,6.19,0,0,0,0
aten::as_strided,,,2.74,2.74,0,0,0,0
aten::slice,,,2.97,4.7,0,0,0,0
aten::as_strided,,,1.73,1.73,0,0,0,0
aten::unsqueeze,,,3.81,5.55,0,0,0,0
aten::as_strided,,,1.74,1.74,0,0,0,0
aten::unsqueeze,,,2.31,3.82,0,0,0,0
aten::as_strided,,,1.51,1.51,0,0,0,0
aten::unsqueeze,,,2.43,5.25,0,0,0,0
aten::as_strided,,,2.82,2.82,0,0,0,0
aten::slice,,,3.36,5.02,0,0,0,0
aten::as_strided,,,1.66,1.66,0,0,0,0
aten::unsqueeze,,,2.37,4.23,0,0,0,0
aten::as_strided,,,1.86,1.86,0,0,0,0
aten::slice,,,3.9,5.99,0,0,0,0
aten::as_strided,,,2.09,2.09,0,0,0,0
aten::div,,,19.13,36.81,0,99.422,0,0
empty_tensor,,,7.71,7.71,0,0,0,0
aclnnDiv,,,9.97,9.97,99.422,99.422,0,0
aten::add,,,12.65,27.91,0,127.963,0,0
empty_tensor,,,6.38,6.38,0,0,0,0
aclnnAdd,,,8.88,8.88,127.963,127.963,0,0
MultiScaleDeformableAttnFunction,,,96.31,220.96,0,3050.181,0,0
aten::type_as,,,3.96,8.07,0,0,0,0
aten::to,,,4.11,4.11,0,0,0,0
aten::type_as,,,1.67,4.1,0,0,0,0
aten::to,,,2.43,2.43,0,0,0,0
aten::to,,,3.0,32.63,0,1.8,0,0
npu::npu_dtype_cast,,,11.7,29.63,0,1.8,0,0
empty_tensor,,,7.87,7.87,0,0,0,0
aclnnCast,,,10.06,10.06,1.8,1.8,0,0
aten::to,,,2.15,18.73,0,1.4,0,0
npu::npu_dtype_cast,,,6.44,16.58,0,1.4,0,0
empty_tensor,,,5.3,5.3,0,0,0,0
aclnnCast,,,4.84,4.84,1.4,1.4,0,0
aten::zeros,,,6.03,41.32,0,13.08,0,0
empty_tensor,,,3.68,3.68,0,0,0,0
aten::zero_,,,9.74,31.61,0,13.08,0,0
aclnnInplaceZero,,,21.87,21.87,13.08,13.08,0,0
aten::empty,,,3.58,9.38,0,0,0,0
empty_tensor,,,5.8,5.8,0,0,0,0
aclnnMultiScaleDeformableAttnFunction,,,10.42,10.42,3033.901,3033.901,0,0
aten::linear,,,8.34,72.74,0,36.881,0,36.881
aten::reshape,,,2.34,11.95,0,0,0,0
aten::view,,,9.61,9.61,0,0,0,0
aten::t,,,5.61,13.96,0,0,0,0
aten::transpose,,,4.01,8.35,0,0,0,0
aten::as_strided,,,4.34,4.34,0,0,0,0
aten::addmm,,,17.36,34.18,0,36.881,0,36.881
empty_tensor,,,6.17,6.17,0,0,0,0
aclnnAddmm,,,10.65,10.65,36.881,36.881,36.881,36.881
aten::view,,,4.31,4.31,0,0,0,0
aten::dropout,,,4.14,4.14,0,0,0,0
aten::add,,,14.62,30.84,0,21.0,0,0
empty_tensor,,,6.74,6.74,0,0,0,0
aclnnAdd,,,9.48,9.48,21.0,21.0,0,0
aten::layer_norm,,,5.62,55.06,0,49.301,0,0
aten::native_layer_norm,,,22.03,49.44,0,49.301,0,0
aten::resize_,,,2.09,2.09,0,0,0,0
aten::resize_,,,1.41,1.41,0,0,0,0
empty_tensor,,,6.68,6.68,0,0,0,0
empty_tensor,,,4.44,4.44,0,0,0,0
empty_tensor,,,3.64,3.64,0,0,0,0
aclnnLayerNorm,,,9.15,9.15,49.301,49.301,0,0
aten::linear,,,7.5,68.53,0,265.486,0,265.486
aten::reshape,,,2.11,9.1,0,0,0,0
aten::view,,,6.99,6.99,0,0,0,0
aten::t,,,3.99,11.05,0,0,0,0
aten::transpose,,,3.13,7.06,0,0,0,0
aten::as_strided,,,3.93,3.93,0,0,0,0
aten::addmm,,,20.57,36.4,0,265.486,0,265.486
empty_tensor,,,6.59,6.59,0,0,0,0
aclnnAddmm,,,9.24,9.24,265.486,265.486,265.486,265.486
aten::view,,,4.48,4.48,0,0,0,0
aten::relu,,,10.59,24.27,0,221.544,0,0
empty_tensor,,,5.2,5.2,0,0,0,0
aclnnRelu,,,8.48,8.48,221.544,221.544,0,0
aten::dropout,,,2.79,2.79,0,0,0,0
aten::linear,,,6.95,71.96,0,274.706,0,274.706
aten::reshape,,,2.7,8.69,0,0,0,0
aten::view,,,5.99,5.99,0,0,0,0
aten::t,,,3.75,11.42,0,0,0,0
aten::transpose,,,3.26,7.67,0,0,0,0
aten::as_strided,,,4.41,4.41,0,0,0,0
aten::addmm,,,14.73,40.8,0,274.706,0,274.706
empty_tensor,,,5.83,5.83,0,0,0,0
aclnnAddmm,,,20.24,20.24,274.706,274.706,274.706,274.706
aten::view,,,4.1,4.1,0,0,0,0
aten::dropout,,,2.83,2.83,0,0,0,0
aten::add,,,15.38,31.13,0,44.22,0,0
empty_tensor,,,6.6,6.6,0,0,0,0
aclnnAdd,,,9.15,9.15,44.22,44.22,0,0
aten::layer_norm,,,5.32,54.82,0,42.081,0,0
aten::native_layer_norm,,,21.93,49.5,0,42.081,0,0
aten::resize_,,,1.79,1.79,0,0,0,0
aten::resize_,,,1.33,1.33,0,0,0,0
empty_tensor,,,6.09,6.09,0,0,0,0
empty_tensor,,,4.58,4.58,0,0,0,0
empty_tensor,,,3.83,3.83,0,0,0,0
aclnnLayerNorm,,,9.95,9.95,42.081,42.081,0,0
CheckpointFunction,,,1189.21,3080.84,0,1669.4939999999997,0,828.577
aten::layer_norm,,,6.51,76.71,0,41.721,0,0
aten::native_layer_norm,,,33.73,70.2,0,41.721,0,0
aten::resize_,,,2.73,2.73,0,0,0,0
aten::resize_,,,1.35,1.35,0,0,0,0
empty_tensor,,,11.18,11.18,0,0,0,0
empty_tensor,,,4.38,4.38,0,0,0,0
empty_tensor,,,3.62,3.62,0,0,0,0
aclnnLayerNorm,,,13.21,13.21,41.721,41.721,0,0
aten::layer_norm,,,5.16,57.48,0,2.98,0,0
aten::native_layer_norm,,,24.69,52.32,0,2.98,0,0
aten::resize_,,,1.92,1.92,0,0,0,0
aten::resize_,,,1.03,1.03,0,0,0,0
empty_tensor,,,6.96,6.96,0,0,0,0
empty_tensor,,,3.47,3.47,0,0,0,0
empty_tensor,,,3.74,3.74,0,0,0,0
aclnnLayerNorm,,,10.51,10.51,2.98,2.98,0,0
aten::linear,,,9.04,73.95,0,127.503,0,127.503
aten::reshape,,,2.43,12.08,0,0,0,0
aten::view,,,9.65,9.65,0,0,0,0
aten::t,,,4.02,12.59,0,0,0,0
aten::transpose,,,3.54,8.57,0,0,0,0
aten::as_strided,,,5.03,5.03,0,0,0,0
aten::addmm,,,18.28,35.22,0,127.503,0,127.503
empty_tensor,,,6.47,6.47,0,0,0,0
aclnnAddmm,,,10.47,10.47,127.503,127.503,127.503,127.503
aten::view,,,5.02,5.02,0,0,0,0
aten::mul,,,15.99,36.73,0,32.3,0,0
empty_tensor,,,6.68,6.68,0,0,0,0
aten::item,,,2.83,4.59,0,0,0,0
aten::_local_scalar_dense,,,1.76,1.76,0,0,0,0
aclnnMuls,,,9.47,9.47,32.3,32.3,0,0
aten::linear,,,7.06,62.43,0,12.241,0,12.241
aten::reshape,,,2.11,8.02,0,0,0,0
aten::view,,,5.91,5.91,0,0,0,0
aten::t,,,3.91,10.98,0,0,0,0
aten::transpose,,,3.01,7.07,0,0,0,0
aten::as_strided,,,4.06,4.06,0,0,0,0
aten::addmm,,,15.88,32.39,0,12.241,0,12.241
empty_tensor,,,6.69,6.69,0,0,0,0
aclnnAddmm,,,9.82,9.82,12.241,12.241,12.241,12.241
aten::view,,,3.98,3.98,0,0,0,0
aten::view,,,5.2,5.2,0,0,0,0
aten::transpose,,,4.03,6.59,0,0,0,0
aten::as_strided,,,2.56,2.56,0,0,0,0
aten::contiguous,,,2.72,57.05,0,15.88,0,0
aten::clone,,,5.87,54.33,0,15.88,0,0
empty_tensor,,,6.58,6.58,0,0,0,0
aten::copy_,,,15.09,41.88,0,15.88,0,0
aclnnInplaceCopy,,,26.79,26.79,15.88,15.88,0,0
aten::linear,,,6.78,59.52,0,126.102,0,126.102
aten::reshape,,,2.67,8.64,0,0,0,0
aten::view,,,5.97,5.97,0,0,0,0
aten::t,,,3.52,9.95,0,0,0,0
aten::transpose,,,2.56,6.43,0,0,0,0
aten::as_strided,,,3.87,3.87,0,0,0,0
aten::addmm,,,15.22,30.39,0,126.102,0,126.102
empty_tensor,,,6.59,6.59,0,0,0,0
aclnnAddmm,,,8.58,8.58,126.102,126.102,126.102,126.102
aten::view,,,3.76,3.76,0,0,0,0
aten::view,,,4.35,4.35,0,0,0,0
aten::transpose,,,4.44,7.78,0,0,0,0
aten::as_strided,,,3.34,3.34,0,0,0,0
aten::contiguous,,,2.49,38.44,0,75.842,0,0
aten::clone,,,5.1,35.95,0,75.842,0,0
empty_tensor,,,6.8,6.8,0,0,0,0
aten::copy_,,,14.08,24.05,0,75.842,0,0
aclnnInplaceCopy,,,9.97,9.97,75.842,75.842,0,0
aten::linear,,,6.91,58.85,0,9.64,0,9.64
aten::reshape,,,2.39,8.28,0,0,0,0
aten::view,,,5.89,5.89,0,0,0,0
aten::t,,,3.08,9.88,0,0,0,0
aten::transpose,,,2.87,6.8,0,0,0,0
aten::as_strided,,,3.93,3.93,0,0,0,0
aten::addmm,,,14.72,29.98,0,9.64,0,9.64
empty_tensor,,,6.15,6.15,0,0,0,0
aclnnAddmm,,,9.11,9.11,9.64,9.64,9.64,9.64
aten::view,,,3.8,3.8,0,0,0,0
aten::view,,,4.22,4.22,0,0,0,0
aten::transpose,,,3.25,5.9,0,0,0,0
aten::as_strided,,,2.65,2.65,0,0,0,0
aten::contiguous,,,2.17,35.4,0,14.92,0,0
aten::clone,,,4.78,33.23,0,14.92,0,0
empty_tensor,,,5.89,5.89,0,0,0,0
aten::copy_,,,12.82,22.56,0,14.92,0,0
aclnnInplaceCopy,,,9.74,9.74,14.92,14.92,0,0
aten::view,,,4.9,4.9,0,0,0,0
aten::transpose,,,3.68,6.81,0,0,0,0
aten::as_strided,,,3.13,3.13,0,0,0,0
aten::contiguous,,,2.59,32.39,0,170.224,0,0
aten::clone,,,4.49,29.8,0,170.224,0,0
empty_tensor,,,5.1,5.1,0,0,0,0
aten::copy_,,,10.96,20.21,0,170.224,0,0
aclnnInplaceCopy,,,9.25,9.25,170.224,170.224,0,0
aten::view,,,3.73,3.73,0,0,0,0
aten::view,,,3.27,3.27,0,0,0,0
aten::view,,,2.44,2.44,0,0,0,0
aten::view,,,2.15,2.15,0,0,0,0
aten::transpose,,,3.2,5.29,0,0,0,0
aten::as_strided,,,2.09,2.09,0,0,0,0
aten::bmm,,,12.15,24.96,0,74.381,0,62.021
empty_tensor,,,4.99,4.99,0,0,0,0
aclnnBatchMatMul,,,7.82,7.82,74.381,74.381,62.021,62.021
aten::max,,,16.49,43.02,0,14.381,0,0
empty_tensor,,,4.93,4.93,0,0,0,0
aclnnMax,,,21.6,21.6,14.381,14.381,0,0
aten::sub,,,13.66,28.44,0,8.34,0,0
empty_tensor,,,4.98,4.98,0,0,0,0
aclnnSub,,,9.8,9.8,8.34,8.34,0,0
aten::clamp,,,10.99,25.72,0,20.72,0,0
empty_tensor,,,4.65,4.65,0,0,0,0
aclnnClamp,,,10.08,10.08,20.72,20.72,0,0
aten::clamp,,,8.99,21.44,0,16.34,0,0
empty_tensor,,,4.63,4.63,0,0,0,0
aclnnClamp,,,7.82,7.82,16.34,16.34,0,0
aten::transpose,,,4.73,7.96,0,0,0,0
aten::as_strided,,,3.23,3.23,0,0,0,0
aten::max,,,14.0,31.35,0,40.541,0,0
empty_tensor,,,4.73,4.73,0,0,0,0
empty_tensor,,,2.96,2.96,0,0,0,0
aclnnMaxDim,,,9.66,9.66,40.541,40.541,0,0
aten::sub,,,14.34,28.69,0,28.341,0,0
empty_tensor,,,3.53,3.53,0,0,0,0
aclnnSub,,,10.82,10.82,28.341,28.341,0,0
aten::clamp,,,8.21,19.94,0,21.84,0,0
empty_tensor,,,3.7,3.7,0,0,0,0
aclnnClamp,,,8.03,8.03,21.84,21.84,0,0
aten::clamp,,,7.82,19.75,0,20.541,0,0
empty_tensor,,,3.47,3.47,0,0,0,0
aclnnClamp,,,8.46,8.46,20.541,20.541,0,0
aten::slice,,,8.36,11.49,0,0,0,0
aten::as_strided,,,3.13,3.13,0,0,0,0
aten::unsqueeze,,,4.09,5.63,0,0,0,0
aten::as_strided,,,1.54,1.54,0,0,0,0
aten::unsqueeze,,,2.26,3.7,0,0,0,0
aten::as_strided,,,1.44,1.44,0,0,0,0
aten::slice,,,3.08,4.48,0,0,0,0
aten::as_strided,,,1.4,1.4,0,0,0,0
aten::repeat,,,10.77,37.21,0,8.1,0,0
empty_tensor,,,6.95,6.95,0,0,0,0
aclnnRepeat,,,19.49,19.49,8.1,8.1,0,0
aten::flatten,,,3.12,10.8,0,0,0,0
aten::view,,,7.68,7.68,0,0,0,0
aten::masked_fill_,,,10.5,18.97,0,18.84,0,0
aclnnInplaceMaskedFillScalar,,,8.47,8.47,18.84,18.84,0,0
aten::softmax,,,3.53,29.17,0,12.941,0,0
aten::_softmax,,,12.63,25.64,0,12.941,0,0
empty_tensor,,,5.4,5.4,0,0,0,0
aclnnSoftmax,,,7.61,7.61,12.941,12.941,0,0
aten::slice,,,5.98,9.19,0,0,0,0
aten::as_strided,,,3.21,3.21,0,0,0,0
aten::unsqueeze,,,4.4,5.81,0,0,0,0
aten::as_strided,,,1.41,1.41,0,0,0,0
aten::unsqueeze,,,2.05,3.27,0,0,0,0
aten::as_strided,,,1.22,1.22,0,0,0,0
aten::slice,,,2.6,4.0,0,0,0,0
aten::as_strided,,,1.4,1.4,0,0,0,0
aten::repeat,,,9.12,21.98,0,2.28,0,0
empty_tensor,,,4.93,4.93,0,0,0,0
aclnnRepeat,,,7.93,7.93,2.28,2.28,0,0
aten::flatten,,,2.69,7.8,0,0,0,0
aten::view,,,5.11,5.11,0,0,0,0
aten::masked_fill_,,,8.53,15.93,0,26.88,0,0
aclnnInplaceMaskedFillScalar,,,7.4,7.4,26.88,26.88,0,0
aten::softmax,,,2.84,27.64,0,24.521,0,0
aten::_softmax,,,12.57,24.8,0,24.521,0,0
empty_tensor,,,4.54,4.54,0,0,0,0
aclnnSoftmax,,,7.69,7.69,24.521,24.521,0,0
aten::dropout,,,14.08,14.08,0,0,0,0
aten::dropout,,,1.71,1.71,0,0,0,0
aten::bmm,,,18.09,46.0,0,136.622,0,104.242
empty_tensor,,,5.63,5.63,0,0,0,0
aclnnBatchMatMul,,,22.28,22.28,136.622,136.622,104.242,104.242
aten::bmm,,,16.66,53.83,0,241.285,0,234.984
empty_tensor,,,13.72,13.72,0,0,0,0
aclnnBatchMatMul,,,23.45,23.45,241.285,241.285,234.984,234.984
aten::view,,,10.97,10.97,0,0,0,0
aten::transpose,,,11.67,28.35,0,0,0,0
aten::as_strided,,,16.68,16.68,0,0,0,0
aten::reshape,,,17.7,83.23,0,101.182,0,0
aten::clone,,,7.45,60.94,0,101.182,0,0
empty_tensor,,,12.8,12.8,0,0,0,0
aten::copy_,,,18.15,40.69,0,101.182,0,0
aclnnInplaceCopy,,,22.54,22.54,101.182,101.182,0,0
aten::_unsafe_view,,,4.59,4.59,0,0,0,0
aten::view,,,13.13,13.13,0,0,0,0
aten::transpose,,,12.8,15.82,0,0,0,0
aten::as_strided,,,3.02,3.02,0,0,0,0
aten::reshape,,,5.96,75.31,0,15.78,0,0
aten::clone,,,13.86,59.81,0,15.78,0,0
